Baths,Beds,HOA,SQFT,cashflow,citystatezip,insurance,mortgage_pmt,price,price_estimate,rent,search_date,street,tax,total_pmt,year_built,zipcode
1,1,3339,775,-2293.188333333333,"Arlington, VA 22203",32.291666666666664,596.98,149900.0,,1800.0,28,900 Taylor St #1524 ,124.91666666666667,4093.188333333333,1992,22203
"2,5",2,,1368,-958.4300000000003,"Washington, DC 20007",57.0,3882.93,975000.0,,3794.0,28,4524 Salem Ln NW ,812.5,4752.43,1952,20007
"2,5",4,,2074,-22.09333333333325,"Silver Spring, MD 20902",86.41666666666667,1931.51,485000.0,,2400.0,28,1609 Ladd St ,404.1666666666667,2422.0933333333332,1957,20902
"4,5",6,,4699,-1587.3433333333332,"Falls Church, VA 22046",160,5571.51,1399000.0,,5310.0,28,422 Great Falls St ,1165.8333333333333,6897.343333333333,1946,22046
"4,5",5,,3041,-3653.078333333333,"Alexandria, VA 22301",126.70833333333333,5376.37,1350000.0,,2975.0,28,2207 Russell Rd ,1125.0,6628.078333333333,1932,22301
2,4,,2140,118.79666666666708,"Washington, DC 20007",89.16666666666667,3783.37,950000.0,,4783.0,28,3723 Reservoir Rd NW ,791.6666666666666,4664.203333333333,1928,20007
"2,5",3,,1885,441.9716666666668,"Silver Spring, MD 20902",78.54166666666667,1632.82,410000.0,,2495.0,28,11409 Gilsan St ,341.6666666666667,2053.028333333333,1961,20902
2,2,270,1205,-81.18499999999995,"Falls Church, VA 22046",50.208333333333336,1373.56,344900.0,,1900.0,28,2800 Lee Oaks Pl #201 ,287.4166666666667,1981.185,1986,22046
1,1,269,593,,"Alexandria, VA 22301",24.708333333333332,1413.39,354900.0,,,28,1800 Mount Vernon Ave #34 ,295.75,2002.8483333333334,2018,22301
1,1,383,600,40.36666666666679,"Washington, DC 20007",25.0,1035.05,259900.0,,1700.0,28,2400 41st St NW #103 ,216.58333333333334,1659.6333333333332,1959,20007
1,1,438,830,312.7075000000002,"Silver Spring, MD 20902",34.583333333333336,715.08,179555.0,,1650.0,28,9824 Georgia Ave Unit 18-202 ,149.62916666666666,1337.2924999999998,1969,20902
"1,5",1,495,814,-417.4899999999998,"Falls Church, VA 22046",33.916666666666664,1652.74,415000.0,,2110.0,28,444 Broad St W #236 ,345.8333333333333,2527.49,2008,22046
"2,5",3,33,2488,83.67333333333318,"Manassas Park, VA 20111",103.66666666666667,1293.91,324900.0,,1785.0,28,9404 Black Hawk Ct ,270.75,1701.3266666666668,1998,20111
2,4,,1733,-928.8283333333329,"Washington, DC 20007",72.20833333333333,4181.62,1050000.0,,4200.0,28,2328 37th St NW ,875.0,5128.828333333333,1923,20007
3,4,,2119,53.085000000000036,"Silver Spring, MD 20902",88.29166666666667,1867.79,469000.0,,2400.0,28,9907 Forest Grove Dr ,390.8333333333333,2346.915,1952,20902
"4,5",5,,4638,-1781.663333333333,"Falls Church, VA 22046",160,5953.83,1495000.0,,5578.0,28,215 Van Buren St N ,1245.8333333333333,7359.663333333333,2009,22046
"3,5",3,51,2850,-140.0699999999997,"Manassas Park, VA 20111",118.75,1712.07,429900.0,,2100.0,28,9085 Sandra Pl ,358.25,2240.0699999999997,2014,20111
"1,5",3,,1032,-2279.496666666667,"Washington, DC 20007",43.0,5157.33,1295000.0,,4000.0,28,1333 27th St NW ,1079.1666666666667,6279.496666666667,1900,20007
"1,5",3,,1782,240.69666666666672,"Silver Spring, MD 20902",74.25,1393.47,349900.0,,2000.0,28,3310 Moline Rd ,291.5833333333333,1759.3033333333333,1959,20902
,,,,,"Falls Church, VA 22046",80,1990.85,499900.0,,,28,2240 Highland Ter ,416.5833333333333,2487.4333333333334,—,22046
"1,5",3,,1642,-253.47000000000003,"Manassas Park, VA 20111",68.41666666666667,1393.47,349900.0,,1500.0,28,137 Holden Dr ,291.5833333333333,1753.47,1959,20111
1,2,561,836,-292.6999999999998,"Washington, DC 20007",34.833333333333336,2230.2,560000.0,,3000.0,28,3040 R St NW #3 ,466.6666666666667,3292.7,1890,20007
1,2,377,940,,"Silver Spring, MD 20902",39.166666666666664,792.52,199000.0,,,28,11607 Elkin St #101 ,165.83333333333334,1374.52,1961,20902
"2,5",2,278,1215,,"Manassas Park, VA 20111",50.625,876.15,220000.0,,,28,9579 Wheats Way ,183.33333333333334,1388.1083333333333,2006,20111
1,1,294,690,-228.47333333333336,"Washington, DC 20007",28.75,1389.89,349000.0,,1775.0,28,4114 Davis Pl NW #306 ,290.8333333333333,2003.4733333333334,1955,20007
"3,5",5,,2350,-390.61666666666633,"Silver Spring, MD 20902",97.91666666666667,2309.45,579900.0,,2500.0,28,11615 Gilsan St ,483.25,2890.6166666666663,1962,20902
"3,5",4,33,2960,-287.84333333333325,"Manassas Park, VA 20111",123.33333333333333,2010.76,504900.0,,2300.0,28,9207 Fairway Ct ,420.75,2587.8433333333332,1999,20111
2,3,554,1590,,"Washington, DC 20007",66.25,3460.79,869000.0,,,28,1081 Paper Mill Ct NW #1081 ,724.1666666666666,4805.206666666667,1900,20007
"1,5",3,,1263,251.9183333333333,"Manassas Park, VA 20111",52.625,1071.29,269000.0,,1600.0,28,8005 Rugby Rd ,224.16666666666666,1348.0816666666667,1962,20111
2,2,641,1813,,"Washington, DC 20007",75.54166666666667,5177.24,1299999.0,,,28,3919 Fulton St NW #6 ,1083.3325,6977.114166666666,2015,20007
"3,5",3,105,1672,216.19333333333316,"Manassas, VA 20111",69.66666666666667,1413.39,354900.0,,2100.0,28,8187 Glade Bank Dr ,295.75,1883.8066666666668,2006,20111
"5,5",5,,1539,-8531.458333333334,"Washington, DC 20007",64.125,9896.5,2485000.0,,3500.0,28,3632 Whitehaven Pkwy NW ,2070.8333333333335,12031.458333333334,1939,20007
"2,5",4,,2150,-328.78999999999996,"Manassas, VA 20111",89.58333333333333,2266.04,569000.0,,2501.0,28,6490 Mckee Way ,474.1666666666667,2829.79,1980,20111
"3,5",3,,1716,-1470.0133333333333,"Washington, DC 20007",71.5,6670.68,1675000.0,,6668.0,28,3282 N St NW ,1395.8333333333333,8138.013333333333,1900,20007
1,3,,1149,151.85500000000002,"Manassas Park, VA 20111",47.875,1075.27,270000.0,,1500.0,28,222 Colfax Ct ,225.0,1348.145,1956,20111
"1,5",2,,1440,-1979.7866666666669,"Washington, DC 20007",60.0,4978.12,1250000.0,,4100.0,28,1602 32nd St NW ,1041.6666666666667,6079.786666666667,1938,20007
"2,5",4,,3200,,"Manassas, VA 20111",133.33333333333334,1911.56,479990.0,,,28,Hedgebrook ,399.99166666666673,2444.8849999999998,,20111
1,1,802,837,-837.7083333333335,"Washington, DC 20007",34.875,1820.0,457000.0,,2200.0,28,2500 Q St NW #504 ,380.8333333333333,3037.7083333333335,1942,20007
3,3,,1080,-1215.2233333333334,"Washington, DC 20007",45.0,3779.39,949000.0,,3400.0,28,3734 R St NW ,790.8333333333334,4615.223333333333,1925,20007
1,3,,1280,234.11000000000013,"Washington, DC 20002",53.333333333333336,1912.39,480200.0,,2600.0,28,1511 Gales St NE ,400.1666666666667,2365.89,1928,20002
1,2,,800,-245.76666666666642,"Washington, DC 20002",33.333333333333336,1990.85,499900.0,,2195.0,28,1159 Summit St NE ,416.5833333333333,2440.7666666666664,1947,20002
2,3,300,1190,-285.1199999999999,"Washington, DC 20002",49.583333333333336,1393.87,350000.0,,1750.0,28,1833 Central Pl NE Unit A ,291.6666666666667,2035.12,2018,20002
2,3,300,1190,,"Washington, DC 20002",49.583333333333336,1393.87,350000.0,,,28,1831 Central Pl NE Unit A ,291.6666666666667,2035.12,2018,20002
"2,5",4,,1352,-1259.0,"Washington, DC 20002",56.333333333333336,3186.0,800000.0,,2650.0,28,1029 Florida Ave NE ,666.6666666666666,3909.0,1905,20002
"5,5",6,,4000,-6042.093333333334,"Washington, DC 20002",160,6766.26,1699000.0,,2300.0,28,500 L St NE ,1415.8333333333333,8342.093333333334,1890,20002
3,5,,2232,-430.1700000000001,"Annandale, VA 22003",93.0,2428.92,609900.0,,2600.0,28,5108 Southampton Dr ,508.25,3030.17,1964,22003
3,4,,,-386.21000000000004,"Annandale, VA 22003",80,2568.71,645000.0,,2800.0,28,4903 Wilet Dr ,537.5,3186.21,1964,22003
3,4,,2988,-741.4166666666665,"Annandale, VA 22003",124.5,2867.0,719900.0,,2850.0,28,4416 Woodchuck Ct ,599.9166666666666,3591.4166666666665,1966,22003
"3,5",3,,3534,-951.2199999999993,"Annandale, VA 22003",147.25,3384.72,849900.0,,3289.0,28,5051 Rapidan Pl ,708.25,4240.219999999999,1979,22003
"1,5",2,510,1011,147.31166666666672,"Annandale, VA 22003",42.125,744.73,187000.0,,1600.0,28,3364 Woodburn Rd Unit T2 ,155.83333333333334,1452.6883333333333,1969,22003
2,4,,2145,-571.0250000000001,"Annandale, VA 22003",89.375,2548.4,639900.0,,2600.0,28,8326 Briar Creek Dr ,533.25,3171.025,1967,22003
3,4,21,1419,-340.01833333333343,"Annandale, VA 22003",59.125,2489.06,625000.0,,2750.0,28,8832 Burbank Rd ,520.8333333333334,3090.0183333333334,1971,22003
3,4,,1400,-380.12333333333345,"Annandale, VA 22003",58.333333333333336,2664.29,669000.0,,2900.0,28,3449 Launcelot Way ,557.5,3280.1233333333334,1967,22003
"3,5",6,,4932,-837.4666666666672,"Annandale, VA 22003",160,3524.06,884888.0,,3584.0,28,8804 Stark Rd ,737.4066666666668,4421.466666666667,1965,22003
"2,5",5,,2451,-593.6016666666665,"Annandale, VA 22003",102.125,2887.31,725000.0,,3000.0,28,4711 King Carter Ct ,604.1666666666666,3593.6016666666665,1969,22003
3,4,,2380,-694.7233333333329,"Annandale, VA 22003",99.16666666666667,2766.64,694700.0,,2750.0,28,3906 Cherry Hill Way ,578.9166666666666,3444.723333333333,1970,22003
3,4,,1370,-155.26666666666688,"Annandale, VA 22003",57.083333333333336,2309.85,580000.0,,2695.0,28,3808 Tall Oak Ct ,483.3333333333333,2850.266666666667,1960,22003
"2,5",4,,2052,-279.5166666666664,"Annandale, VA 22003",85.5,2389.1,599900.0,,2695.0,28,4914 Bristow Dr ,499.9166666666667,2974.5166666666664,2004,22003
3,4,,1344,-189.72833333333347,"Annandale, VA 22003",56.0,2508.77,629950.0,,2900.0,28,4329 Starr Jordan Dr ,524.9583333333334,3089.7283333333335,1961,22003
4,4,,2548,-858.3499999999999,"Annandale, VA 22003",106.16666666666667,3185.6,799900.0,,3100.0,28,7209 Byrneley Ln ,666.5833333333334,3958.35,1987,22003
"4,5",5,,4478,-1376.203333333333,"Vienna, VA 22182",160,4579.87,1150000.0,,4322.0,28,9516 Macy Ave ,958.3333333333334,5698.203333333333,1993,22182
3,5,,1636,-680.0366666666664,"Vienna, VA 22182",68.16666666666667,2986.87,750000.0,,3000.0,28,1702 Palm Springs Dr ,625.0,3680.0366666666664,1966,22182
"4,5",5,130,6506,-1152.376666666667,"Vienna, VA 22182",160,5570.71,1398800.0,,5874.0,28,8256 Trailwood Ct ,1165.6666666666667,7026.376666666667,2003,22182
"5,5",6,220,5102,-1741.5500000000002,"Vienna, VA 22182",160,5675.05,1425000.0,,5501.0,28,8423 Falcone Pointe Way ,1187.5,7242.55,2007,22182
"6,5",5,300,5198,-3214.413333333334,"Vienna, VA 22182",160,7148.58,1795000.0,,5890.0,28,9642 Maymont Dr ,1495.8333333333333,9104.413333333334,2009,22182
3,3,86,1840,36.7833333333333,"Alexandria, VA 22305",76.66666666666667,2150.55,540000.0,,2800.0,28,3801 Brighton Ct ,450.0,2763.2166666666667,1980,22305
2,3,,2187,-612.3383333333331,"Alexandria, VA 22305",91.125,3325.38,835000.0,,3500.0,28,526 Tennessee Ave ,695.8333333333334,4112.338333333333,1949,22305
"2,5",4,,3726,-63.86666666666679,"Alexandria, VA 22305",155.25,3424.95,860000.0,,4233.0,28,3820 Elbert Ave ,716.6666666666666,4296.866666666667,1940,22305
2,3,,1653,-154.9749999999999,"Alexandria, VA 22305",68.875,2138.6,537000.0,,2500.0,28,107 Kennedy St ,447.5,2654.975,1955,22305
"2,5",3,,1044,140.3833333333332,"Arlington, VA 22204",43.5,1911.2,479900.0,,2495.0,28,804 Dinwiddie St S ,399.9166666666667,2354.616666666667,1956,22204
6,6,,5588,-6223.676666666666,"Alexandria, VA 22305",160,7164.51,1799000.0,,2600.0,28,11 Forrest St ,1499.1666666666667,8823.676666666666,2018,22305
"3,5",4,,3441,-557.2216666666664,"Arlington, VA 22204",143.375,3484.68,875000.0,,3800.0,28,1625 Taylor St S ,729.1666666666666,4357.221666666666,2003,22204
4,5,,3060,-3046.1566666666668,"Alexandria, VA 22305",127.5,4894.49,1229000.0,,3000.0,28,713 Overlook Dr S ,1024.1666666666667,6046.156666666667,1940,22305
2,2,450,1135,-277.21833333333325,"Arlington, VA 22204",47.291666666666664,1612.51,404900.0,,2170.0,28,4179 Four Mile Run Dr #103 ,337.4166666666667,2447.2183333333332,1966,22204
2,2,95,1380,80.42833333333328,"Arlington, VA 22204",57.5,1792.08,449990.0,,2400.0,28,1627 10th St S ,374.99166666666673,2319.5716666666667,1986,22204
1,1,291,851,7.035000000000082,"Arlington, VA 22204",35.458333333333336,1254.09,314900.0,,1850.0,28,4079 Four Mile Run Dr #304 ,262.4166666666667,1842.965,1966,22204
3,3,501,1584,-277.5999999999999,"Arlington, VA 22204",66.0,2365.6,594000.0,,3150.0,28,11 Montague St ,495.0,3427.6,1984,22204
"2,5",3,,1684,-777.7833333333328,"Arlington, VA 22204",70.16666666666667,3024.7,759500.0,,2950.0,28,3916 6th St S ,632.9166666666666,3727.783333333333,1957,22204
"3,5",4,125,2622,-597.9558333333334,"Arlington, VA 22204",109.25,2947.04,739999.0,,3200.0,28,18 Pershing Dr S ,616.6658333333334,3797.9558333333334,1979,22204
4,3,,2672,-2514.246666666666,"Arlington, VA 22207",111.33333333333333,4759.08,1195000.0,,3352.0,28,6000 Little Falls Rd ,995.8333333333334,5866.246666666666,1946,22207
3,5,,3050,-1716.3966666666656,"Arlington, VA 22207",127.08333333333333,5009.98,1258000.0,,4469.0,28,4219 Lorcom Ln ,1048.3333333333333,6185.396666666666,1962,22207
"3,5",4,,2716,-1881.0233333333335,"Arlington, VA 22207",113.16666666666667,3938.69,989000.0,,2995.0,28,6215 28th St N ,824.1666666666666,4876.0233333333335,1948,22207
"2,5",4,,2574,-1322.9433333333336,"Arlington, VA 22207",107.25,3444.86,865000.0,,2950.0,28,6424 24th St N ,720.8333333333334,4272.943333333334,1962,22207
2,2,444,967,-387.3850000000002,"Arlington, VA 22207",40.291666666666664,1987.26,499000.0,,2500.0,28,2101 Monroe St N #207 ,415.8333333333333,2887.385,2013,22207
3,4,,1756,-1668.5966666666664,"Arlington, VA 22207",73.16666666666667,3882.93,975000.0,,3100.0,28,2524 Florida St N ,812.5,4768.596666666666,1939,22207
2,2,,864,-616.9933333333333,"Arlington, VA 22207",36.0,2465.16,619000.0,,2400.0,28,2061 Brandywine St ,515.8333333333334,3016.9933333333333,1938,22207
3,5,100,3066,-1993.3566666666666,"Arlington, VA 22207",127.75,5133.44,1289000.0,,4442.0,28,4009 N River St ,1074.1666666666667,6435.356666666667,1967,22207
5,4,,2897,-1241.6350000000002,"Arlington, VA 22207",120.70833333333333,5969.76,1499000.0,,6098.0,28,3227 Vernon St ,1249.1666666666667,7339.635,1954,22207
"3,5",5,,2723,-993.6350000000002,"Arlington, VA 22207",113.45833333333333,4321.01,1085000.0,,4345.0,28,4801 Little Falls Rd ,904.1666666666666,5338.635,1965,22207
"3,5",4,191,2736,-1063.3266666666668,"Arlington, VA 22207",114.0,3604.16,905000.0,,3600.0,28,2315 Glebe Rd N ,754.1666666666666,4663.326666666667,1977,22207
"5,5",5,,3533,-3317.4483333333337,"Arlington, VA 22207",147.20833333333334,8363.24,2100000.0,,6943.0,28,4015 Randolph St N ,1750.0,10260.448333333334,1987,22207
"3,5",3,119,2160,-107.57333333333327,"Sterling, VA 20166",90.0,1652.74,415000.0,,2100.0,28,22936 Adelphi Ter ,345.8333333333333,2207.5733333333333,2001,20166
"2,5",3,110,1836,2.570833333333212,"Sterling, VA 20166",76.5,1493.43,374999.0,,1995.0,28,45599 Whitcomb Sq ,312.49916666666667,1992.4291666666668,1993,20166
"2,5",3,637,1704,,"Washington, DC 20001",71.0,5475.53,1374900.0,,,28,1628 11th St NW #109 ,1145.75,7329.28,2017,20001
"2,5",3,133,2436,-154.23999999999978,"Sterling, VA 20166",101.5,1831.5,459888.0,,2295.0,28,45879 Debhill Ter ,383.24,2449.24,1996,20166
"2,5",2,664,1704,,"Washington, DC 20001",71.0,5336.14,1339900.0,,,28,1628 11th St NW Unit 107 ,1116.5833333333333,7187.723333333333,2017,20001
"2,5",3,84,1785,-5.1016666666664605,"Sterling, VA 20166",74.375,1692.56,425000.0,,2200.0,28,21722 Ladbroke Grove Ct ,354.1666666666667,2205.1016666666665,1999,20166
"2,5",2,686,1712,,"Washington, DC 20001",71.33333333333333,4778.59,1199900.0,,,28,1628 11th St NW #101 ,999.9166666666666,6535.84,2017,20001
"2,5",2,352,1938,,"WASHINGTON, DC 20001",80.75,3182.01,799000.0,,,28,155 V St NW #6 ,665.8333333333334,4280.593333333333,1935,20001
"2,5",2,352,1938,,"Washington, DC 20001",80.75,3182.01,799000.0,,,28,155 V St NW #6 ,665.8333333333334,4280.593333333333,1935,20001
1,3,,1500,-1085.56,"Washington, DC 20001",62.5,3285.56,825000.0,,2950.0,28,47 Randolph Pl NW ,687.5,4035.56,1895,20001
1,4,,1421,-30.28083333333325,"Washington, DC 20001",59.208333333333336,2787.74,699999.0,,3400.0,28,1908 4th St NW ,583.3325,3430.2808333333332,1910,20001
,,,,,"Washington, DC 20001",80,5487.88,1378000.0,,,28,520522 Hobart Pl NW ,1148.3333333333333,6716.213333333333,2017,20001
3,4,,864,-1329.4524999999994,"Washington, DC 20001",36.0,3385.12,849999.0,,2800.0,28,771 Hobart Pl NW ,708.3325,4129.452499999999,1913,20001
2,2,563,979,-777.4183333333331,"Washington, DC 20001",40.791666666666664,2624.46,659000.0,,3000.0,28,555 Massachusetts Ave NW #1218 ,549.1666666666666,3777.418333333333,2005,20001
2,2,682,1083,-1574.9683333333332,"Washington, DC 20001",45.125,3182.01,799000.0,,3000.0,28,475 K St NW #309 ,665.8333333333334,4574.968333333333,2008,20001
1,0,309,500,-129.31500000000005,"Washington, DC 20001",20.833333333333332,1471.56,369506.0,,1980.0,28,400 Massachusetts Ave NW #802 ,307.9216666666667,2109.315,2004,20001
2,2,237,1038,-451.1933333333336,"Washington, DC 20001",43.25,2250.11,565000.0,,2550.0,28,406 M St NW #3 ,470.8333333333333,3001.1933333333336,1900,20001
"3,5",4,75,2198,-244.55000000000018,"Vienna, VA 22180",91.58333333333333,2628.05,659900.0,,3100.0,28,2718 Manhattan Pl ,549.9166666666666,3344.55,2000,22180
3,4,,2130,-955.0100000000002,"Vienna, VA 22180",88.75,2783.76,699000.0,,2500.0,28,203 James Dr SW ,582.5,3455.01,1960,22180
"3,5",4,,2548,-273.2199999999998,"Vienna, VA 22180",106.16666666666667,2701.72,678400.0,,3100.0,28,8304 Mcneil St ,565.3333333333334,3373.22,1964,22180
"3,5",3,124,2053,-8.115000000000236,"Ashburn, VA 20147",85.54166666666667,1652.74,415000.0,,2200.0,28,44037 Florence Ter ,345.8333333333333,2208.1150000000002,1993,20147
3,4,,1632,-293.47333333333336,"Silver Spring, MD 20910",68.0,2584.64,649000.0,,2900.0,28,1712 Corwin Dr ,540.8333333333334,3193.4733333333334,1937,20910
"2,5",5,,3436,,"Vienna, VA 22180",143.16666666666666,3970.55,997000.0,,,28,301 Salsbury Ln NW ,830.8333333333334,4944.55,1910,22180
"2,5",4,121,2084,-356.0533333333333,"Ashburn, VA 20147",86.83333333333333,2189.97,549900.0,,2500.0,28,20940 Cox Mills Ct ,458.25,2856.0533333333333,1993,20147
3,4,,1273,-430.9216666666666,"Silver Spring, MD 20910",53.041666666666664,2586.63,649500.0,,2750.0,28,2415 Spencer Rd ,541.25,3180.9216666666666,1956,20910
"2,5",4,,1837,-1029.4916666666663,"Vienna, VA 22180",76.54166666666667,2855.45,717000.0,,2500.0,28,605 Thelma Cir SW ,597.5,3529.4916666666663,1957,22180
"5,5",5,77,5239,-730.4533333333329,"Ashburn, VA 20147",160,3385.12,850000.0,,3600.0,28,21032 Starflower Way ,708.3333333333334,4330.453333333333,1989,20147
"2,5",3,,2831,-448.2449999999999,"Silver Spring, MD 20910",117.95833333333333,2588.62,650000.0,,2800.0,28,108 Sunnyside Rd ,541.6666666666666,3248.245,1946,20910
3,4,,3414,-1056.703333333333,"Vienna, VA 22180",142.25,3385.12,850000.0,,3179.0,28,311 Broadleaf Dr NE ,708.3333333333334,4235.703333333333,1965,22180
"3,5",3,115,2805,-233.77833333333365,"Fairfax, VA 22032",116.875,2110.32,529900.0,,2550.0,28,4611 Luxberry Dr ,441.5833333333333,2783.7783333333336,1985,22032
"3,5",4,90,1618,8.460000000000036,"Ashburn, VA 20147",67.41666666666667,1640.79,412000.0,,2150.0,28,43138 Gatwick Sq ,343.3333333333333,2141.54,1996,20147
"1,5",3,,1288,-363.55999999999995,"Silver Spring, MD 20910",53.666666666666664,2489.06,625000.0,,2700.0,28,8517 Milford Ave ,520.8333333333334,3063.56,1948,20910
2,4,,1700,-650.56,"Vienna, VA 22180",70.83333333333333,2546.81,639500.0,,2500.0,28,112 Melody Ln SW ,532.9166666666666,3150.56,1940,22180
3,4,,2540,-163.8800000000001,"Fairfax, VA 22032",105.83333333333333,2528.88,635000.0,,3000.0,28,10510 Indigo Ln ,529.1666666666666,3163.88,1972,22032
"2,5",3,99,2220,-45.59333333333325,"Ashburn, VA 20147",92.5,1533.26,385000.0,,2000.0,28,19910 Upland Ter ,320.8333333333333,2045.5933333333332,1995,20147
1,1,334,820,-117.4333333333334,"Silver Spring, MD 20910",34.166666666666664,1194.35,299900.0,,1695.0,28,8045 Newell St #522 ,249.91666666666666,1812.4333333333334,2005,20910
2,3,415,1061,48.448333333333494,"Vienna, VA 22180",44.208333333333336,1192.76,299500.0,,1950.0,28,200 Locust St SE #403 ,249.58333333333334,1901.5516666666665,1967,22180
3,3,113,2032,-19.833333333333485,"Fairfax, VA 22032",84.66666666666667,1672.25,419900.0,,2200.0,28,5522 Falmead Rd ,349.9166666666667,2219.8333333333335,1978,22032
6,6,430,7938,-1973.663333333333,"Ashburn, VA 20147",160,5953.83,1495000.0,,5816.0,28,43588 Edison Club Ct ,1245.8333333333333,7789.663333333333,2007,20147
"2,5",3,,1777,-271.08500000000004,"Silver Spring, MD 20910",74.04166666666667,2226.21,559000.0,,2495.0,28,9714 Admiralty Dr ,465.8333333333333,2766.085,1955,20910
1,1,,1008,-707.4133333333334,"Vienna, VA 22180",42.0,2369.58,595000.0,,2200.0,28,463 Courthouse Rd SW ,495.8333333333333,2907.4133333333334,1948,22180
"4,5",5,33,2639,-1355.6016666666665,"Fairfax, VA 22032",109.95833333333333,3683.81,925000.0,,3242.0,28,9914 Stoughton Rd ,770.8333333333334,4597.6016666666665,2009,22032
2,2,244,1200,63.096666666666806,"Ashburn, VA 20147",50.0,1234.57,310000.0,,1850.0,28,21845 Jarvis Sq ,258.3333333333333,1786.9033333333332,2001,20147
2,3,,1430,128.8166666666666,"Silver Spring, MD 20910",59.583333333333336,1911.6,480000.0,,2500.0,28,2920 Wilton Ave ,400.0,2371.1833333333334,1948,20910
"2,5",4,3,2137,-174.17500000000018,"Fairfax, VA 22032",89.04166666666667,2548.8,640000.0,,3000.0,28,10325 Commonwealth Blvd ,533.3333333333334,3174.175,1976,22032
"3,5",4,79,4134,-311.0133333333333,"Ashburn, VA 20147",160,2540.43,637900.0,,3000.0,28,20495 Cherrystone Pl ,531.5833333333334,3311.0133333333333,2000,20147
2,3,,1332,-443.8600000000001,"Silver Spring, MD 20910",55.5,2305.86,579000.0,,2400.0,28,2003 Osborn Dr ,482.5,2843.86,1939,20910
"2,5",4,,2300,-192.69999999999982,"Fairfax, VA 22032",95.83333333333333,2230.2,560000.0,,2600.0,28,5209 Stonington Dr ,466.6666666666667,2792.7,1972,22032
"3,5",5,120,3120,-290.85333333333347,"Ashburn, VA 20147",130.0,2349.27,589900.0,,2800.0,28,43982 Maiden Creek Ct ,491.5833333333333,3090.8533333333335,1992,20147
1,2,371,899,-135.44833333333327,"Silver Spring, MD 20910",37.458333333333336,1254.49,315000.0,,1790.0,28,8045 Newell St #103 ,262.5,1925.4483333333333,2005,20910
3,4,,2434,-400.2600000000002,"Fairfax, VA 22032",101.41666666666667,2728.01,685000.0,,3000.0,28,4803 Jennichelle Ct ,570.8333333333334,3400.26,1982,22032
"3,5",5,296,3937,-1058.1833333333334,"Ashburn, VA 20147",160,3185.6,799900.0,,3250.0,28,19684 Player Ct ,666.5833333333334,4308.183333333333,2002,20147
2,4,,1301,277.6716666666671,"Silver Spring, MD 20910",54.208333333333336,1792.12,450000.0,,2499.0,28,9715 Caney Pl ,375.0,2221.328333333333,1931,20910
"3,5",4,,2132,-619.1199999999999,"Fairfax, VA 22032",88.83333333333333,2588.62,650000.0,,2600.0,28,9830 Laurel St ,541.6666666666666,3219.12,1953,22032
"2,5",4,95,2053,-369.55833333333294,"Ashburn, VA 20147",85.54166666666667,2389.1,599900.0,,2700.0,28,20443 Middlebury St ,499.9166666666667,3069.558333333333,1998,20147
2,2,,855,307.3175000000001,"Silver Spring, MD 20910",35.625,1577.06,395997.0,,2250.0,28,45 Oswego Ave ,329.9975,1942.6825,1942,20910
3,3,118,1836,36.95666666666648,"Ashburn, VA 20147",76.5,1545.21,388000.0,,2100.0,28,20398 Baseline Ter ,323.3333333333333,2063.0433333333335,1994,20147
"3,5",4,218,2573,-1116.5949999999998,"Ashburn, VA 20147",107.20833333333333,2986.47,749900.0,,2820.0,28,20737 Jennifer Ann Dr ,624.9166666666666,3936.595,2013,20147
3,3,77,2034,17.446666666666715,"Ashburn, VA 20147",84.75,1712.47,430000.0,,2250.0,28,42796 Hay Rd ,358.3333333333333,2232.5533333333333,2009,20147
"3,5",3,99,1948,-106.01666666666642,"Ashburn, VA 20147",81.16666666666667,1592.6,399900.0,,2000.0,28,45044 University Dr ,333.25,2106.0166666666664,1996,20147
"3,5",3,123,1292,336.26666666666665,"Ashburn, VA 20147",53.833333333333336,1353.65,339900.0,,2150.0,28,44117 Allderwood Ter ,283.25,1813.7333333333333,1994,20147
"3,5",3,95,2132,-260.2966666666671,"Ashburn, VA 20147",88.83333333333333,2130.63,535000.0,,2500.0,28,20400 Charter Oak Dr ,445.8333333333333,2760.296666666667,2003,20147
4,5,76,3904,-660.2366666666667,"Ashburn, VA 20147",160,2827.57,710000.0,,2995.0,28,43341 Logmill Ct ,591.6666666666666,3655.2366666666667,1997,20147
"2,5",3,,2709,,"Ashburn, VA 20147",112.875,2688.18,675000.0,,,28,44732 Tiverton Sq ,562.5,3363.555,2017,20147
1,1,317,781,-197.11499999999978,"Washington, DC 20005",32.541666666666664,2106.74,529000.0,,2700.0,28,1207 N St NW Unit H ,440.8333333333333,2897.115,1989,20005
2,2,742,917,-197.64166666666688,"Washington, DC 20005",38.208333333333336,1990.85,499900.0,,2990.0,28,1245 13th St NW #106 ,416.5833333333333,3187.641666666667,1981,20005
3,2,528,2800,-3223.6566666666668,"Washington, DC 20005",116.66666666666667,4778.99,1200000.0,,3200.0,28,1309 P St NW #2 ,1000.0,6423.656666666667,1990,20005
1,1,250,482,8.396666666666533,"Washington, DC 20005",20.083333333333332,1589.02,399000.0,,2200.0,28,1502 13th St NW #8 ,332.5,2191.6033333333335,1941,20005
"2,5",2,368,1541,,"Washington, DC 20009",64.20833333333333,4759.08,1195000.0,,,28,1446 Q St NW #1 ,995.8333333333334,6187.121666666666,1880,20009
