Baths,Beds,HOA,SQFT,cashflow,citystatezip,insurance,mortgage_pmt,price,price_estimate,rent,search_date,street,tax,total_pmt,year_built,zipcode
"2,5",2,368,1645,,"Washington, DC 20009",68.54166666666667,5555.58,1395000.0,,,28,1446 Q St NW #2 ,1162.5,7154.621666666667,1880,20009
2,2,970,1336,-1259.4333333333343,"Washington, DC 20005",55.666666666666664,3583.85,899900.0,,4100.0,28,1300 13th St NW #107 ,749.9166666666666,5359.433333333334,2002,20005
1,1,378,760,103.09000000000015,"Falls Church, VA 22044",31.666666666666668,816.41,205000.0,,1500.0,28,3123 Patrick Henry Dr #336 ,170.83333333333334,1396.9099999999999,1965,22044
2,2,755,1493,,"Washington, DC 20005",62.208333333333336,5814.04,1459900.0,,,28,1427 Rhode Island Ave NW #604 ,1216.5833333333333,7847.831666666666,2017,20005
3,5,,2386,-373.2166666666667,"Falls Church, VA 22044",99.41666666666667,2707.3,679800.0,,3000.0,28,3137 Valley Ln ,566.5,3373.2166666666667,1956,22044
"2,5",2,907,1800,,"Washington, DC 20005",75.0,7367.22,1849900.0,,,28,1427 Rhode Island Ave NW #301 ,1541.5833333333333,9890.803333333335,2017,20005
"5,5",5,,6385,-1394.5366666666669,"Falls Church, VA 22044",160,6172.87,1550000.0,,6230.0,28,3207 Juniper Ln ,1291.6666666666667,7624.536666666667,1951,22044
1,1,615,801,-505.8083333333334,"Washington, DC 20005",33.375,1990.85,499900.0,,2550.0,28,1133 14th St NW #511 ,416.5833333333333,3055.8083333333334,2006,20005
3,4,,1372,-907.8224999999998,"Falls Church, VA 22044",57.166666666666664,3185.99,799999.0,,3002.0,28,6423 Woodville Dr ,666.6658333333334,3909.8224999999998,1959,22044
2,2,539,1770,-2347.1400000000003,"Washington, DC 20005",73.75,4575.89,1149000.0,,3799.0,28,1220 N St NW Unit 4B ,957.5,6146.14,2002,20005
2,2,677,1067,-25.644999999999982,"Falls Church, VA 22044",44.458333333333336,871.77,218900.0,,1750.0,28,3100 Manchester St S #702 ,182.41666666666666,1775.645,1972,22044
1,1,512,532,18.529999999999973,"Washington, DC 20036",22.166666666666668,1031.47,259000.0,,1800.0,28,1 Scott Cir NW #613 ,215.83333333333334,1781.47,1891,20036
"3,5",5,50,4507,-436.57666666666637,"Clifton, VA 20124",160,2863.41,719000.0,,3236.0,28,5404 Willow Valley Rd ,599.1666666666666,3672.5766666666664,1994,20124
"3,5",4,82,3904,-890.4799999999996,"Clifton, VA 20124",160,3285.08,824880.0,,3324.0,28,6400 Woodland Run Ct ,687.4,4214.48,1988,20124
"5,5",6,100,6264,-2414.55,"Clifton, VA 20124",160,5675.05,1425000.0,,4708.0,28,12001 Rose Hall Dr ,1187.5,7122.55,1995,20124
"5,5",5,,2,-1759.373333333333,"Clifton, VA 20124",0.08333333333333333,5053.79,1269000.0,,4352.0,28,7184 Clifton Rd ,1057.5,6111.373333333333,2018,20124
"3,5",3,105,2149,-60.53166666666675,"Centreville, VA 20120",89.54166666666667,1708.49,429000.0,,2200.0,28,6100 Early Autumn Dr ,357.5,2260.5316666666668,1995,20120
5,4,,6937,-4772.610000000001,"Clifton, VA 20124",160,8960.61,2250000.0,,6223.0,28,12910 Compton Rd ,1875.0,10995.61,2005,20124
"4,5",5,60,5248,-1098.1333333333332,"Centreville, VA 20120",160,3424.55,859900.0,,3263.0,28,5121 Veronica Rd ,716.5833333333334,4361.133333333333,2001,20120
3,3,98,1374,-81.53499999999985,"Centreville, VA 20120",57.25,1592.96,399990.0,,2000.0,28,5603 Sherborne Knls ,333.325,2081.535,1994,20120
3,4,,1826,60.48000000000002,"Centreville, VA 20120",76.08333333333333,1871.77,470000.0,,2400.0,28,15003 Ulderic Dr ,391.6666666666667,2339.52,1969,20120
"2,5",2,59,1368,167.01,"Centreville, VA 20120",57.0,1254.49,315000.0,,1800.0,28,14476 Black Horse Ct ,262.5,1632.99,1984,20120
"3,5",4,87,1896,-410.5366666666664,"Centreville, VA 20120",79.0,2269.62,569900.0,,2500.0,28,5378 Blue Aster Cir ,474.9166666666667,2910.5366666666664,2004,20120
"3,5",4,79,1638,-38.446666666666715,"Centreville, VA 20120",68.25,1812.03,455000.0,,2300.0,28,13631 Lavender Mist Ln ,379.1666666666667,2338.4466666666667,2004,20120
"3,5",3,85,2166,-222.82333333333327,"Centreville, VA 20120",90.25,2106.74,529000.0,,2500.0,28,5808 Stone Creek Dr ,440.8333333333333,2722.8233333333333,1990,20120
"3,5",4,,2158,-437.58666666666613,"Bethesda, MD 20816",89.91666666666667,3942.67,990000.0,,4420.0,28,6604 Broad St ,825.0,4857.586666666666,1938,20816
2,3,323,1287,,"Centreville, VA 20120",53.625,1154.53,289900.0,,,28,13357 Connor Dr Unit A ,241.58333333333334,1772.7383333333332,2002,20120
4,3,,3482,-670.4766666666665,"Bethesda, MD 20816",145.08333333333334,4878.56,1225000.0,,5374.0,28,6103 Ramsgate Rd ,1020.8333333333334,6044.4766666666665,1956,20816
3,4,,2500,-1252.1400000000003,"Bethesda, MD 20816",104.16666666666667,4974.14,1249000.0,,4867.0,28,4906 Baltan Rd ,1040.8333333333333,6119.14,1971,20816
3,3,,2743,-719.5149999999994,"Bethesda, MD 20816",114.29166666666667,3779.39,949000.0,,3965.0,28,5716 Bent Branch Rd ,790.8333333333334,4684.514999999999,1956,20816
"4,5",3,385,3261,-1161.3516666666665,"Mclean, VA 22102",135.875,3341.31,839000.0,,3400.0,28,1842 Fonthill Ct #12 ,699.1666666666666,4561.3516666666665,2003,22102
1,2,335,848,-426.27333333333354,"Mclean, VA 22102",35.333333333333336,1493.44,375000.0,,1750.0,28,1625 International Dr #118 ,312.5,2176.2733333333335,1996,22102
2,3,578,1395,-558.7750000000001,"Mclean, VA 22102",58.125,1672.65,420000.0,,2100.0,28,7640 Provincial Dr #111 ,350.0,2658.775,1974,22102
"3,5",4,,2612,-1298.6033333333335,"Mclean, VA 22102",108.83333333333333,3464.77,870000.0,,3000.0,28,1629 La Salle Ave ,725.0,4298.6033333333335,2000,22102
3,4,,2198,-138.57999999999993,"Washington, DC 20011",91.58333333333333,2767.83,695000.0,,3300.0,28,522 Quackenbos St NW ,579.1666666666666,3438.58,1934,20011
1,2,335,848,-354.0333333333333,"Mclean, VA 22102",35.333333333333336,1433.7,360000.0,,1750.0,28,1625 International Dr #103 ,300.0,2104.0333333333333,1996,22102
"4,5",5,,2158,-2826.9433333333336,"Washington, DC 20011",89.91666666666667,5037.86,1265000.0,,3355.0,28,1422 Madison St NW ,1054.1666666666667,6181.943333333334,1915,20011
"4,5",3,385,3435,-973.7449999999999,"Mclean, VA 22102",143.125,3327.37,835500.0,,3578.0,28,7753 Legere Ct #44 ,696.25,4551.745,2003,22102
"3,5",3,,1331,-688.9450000000002,"Washington, DC 20011",55.458333333333336,2508.57,629900.0,,2400.0,28,308 Quackenbos St NE ,524.9166666666666,3088.945,1947,20011
6,5,,7700,-206.41333333333387,"Mclean, VA 22102",160,7148.58,1795000.0,,8598.0,28,7903 Georgetown Pike ,1495.8333333333333,8804.413333333334,1998,22102
1,2,181,702,,"Washington, DC 20011",29.25,1393.47,349900.0,,,28,528 Kennedy St NW #202 ,291.5833333333333,1895.3033333333333,1961,20011
8,6,,9742,-1279.503333333334,"Mclean, VA 22102",160,11449.67,2875000.0,,12726.0,28,9165 Old Dominion Dr ,2395.8333333333335,14005.503333333334,2016,22102
3,4,,1444,-149.18333333333294,"Washington, DC 20011",60.166666666666664,2389.1,599900.0,,2800.0,28,815 Allison St NW ,499.9166666666667,2949.183333333333,1915,20011
3,4,,1642,-427.3600000000001,"Mclean, VA 22102",68.41666666666667,3125.86,784900.0,,3421.0,28,8019 Lewinsville Rd ,654.0833333333334,3848.36,1965,22102
1,1,351,503,77.77166666666676,"Washington, DC 20016",20.958333333333332,1075.27,270000.0,,1750.0,28,3100 Wisconsin Ave NW #305 ,225.0,1672.2283333333332,1930,20016
3,4,,1592,-581.4033333333336,"Washington, DC 20011",66.33333333333333,2906.82,729900.0,,3000.0,28,5617 Colorado Ave NW ,608.25,3581.4033333333336,1915,20011
1,1,366,689,-98.6616666666664,"Mclean, VA 22102",28.708333333333332,995.62,250000.0,,1500.0,28,1504 Lincoln Way #217 ,208.33333333333334,1598.6616666666664,1988,22102
1,3,650,1271,-602.3683333333333,"Washington, DC 20016",52.958333333333336,2066.91,519000.0,,2600.0,28,3871 Rodman St NW Unit E59 ,432.5,3202.3683333333333,1942,20016
4,4,,2700,-1224.37,"Washington, DC 20011",112.5,2986.87,750000.0,,2500.0,28,5500 4th St NE ,625.0,3724.37,2009,20011
1,1,463,785,,"Mclean, VA 22102",32.708333333333336,1094.79,274900.0,,,28,1536 Lincoln Way #301 ,229.08333333333334,1819.5816666666665,1988,22102
"2,5",2,541,1333,-594.9016666666666,"Washington, DC 20016",55.541666666666664,2727.61,684900.0,,3300.0,28,3241 Sutton Pl NW Unit D ,570.75,3894.9016666666666,1980,20016
"2,5",4,,1512,-203.85333333333347,"Washington, DC 20011",63.0,2349.27,589900.0,,2700.0,28,422 Longfellow St NW ,491.5833333333333,2903.8533333333335,1931,20011
1,1,366,626,-71.96000000000004,"Mclean, VA 22102",26.083333333333332,975.71,245000.0,,1500.0,28,1504 Lincoln Way #110 ,204.16666666666666,1571.96,1988,22102
2,2,340,1180,99.84500000000003,"Fairfax, VA 22033",49.166666666666664,1166.83,292990.0,,1900.0,28,12213 Fairfield House Dr Unit 502B ,244.15833333333333,1800.155,1994,22033
2,3,,1356,-926.7233333333334,"Washington, DC 20016",56.5,3779.39,949000.0,,3700.0,28,4504 Chesapeake St NW ,790.8333333333334,4626.723333333333,1938,20016
2,3,,1450,229.123333333333,"Washington, DC 20011",60.416666666666664,1827.96,459000.0,,2500.0,28,1 Crittenden St NE ,382.5,2270.876666666667,1950,20011
3,3,152,2320,-543.4366666666665,"Fairfax, VA 22033",96.66666666666667,2145.77,538800.0,,2300.0,28,11906 Matthews Ct ,449.0,2843.4366666666665,1988,22033
1,1,746,753,,"Washington, DC 20016",31.375,992.91,249318.0,,,28,3901 Cathedral Ave NW #318 ,207.765,1978.0499999999997,1938,20016
1,2,190,,,"Washington, DC 20011",80,1313.82,329900.0,,,28,528 Kennedy St NW #101 ,274.9166666666667,1858.7366666666667,1961,20011
"2,5",4,,2931,-114.82499999999982,"Fairfax, VA 22033",122.125,2309.45,579900.0,,2800.0,28,13124 Parson Ln ,483.25,2914.825,1968,22033
"3,5",4,,2617,-2051.3183333333327,"Washington, DC 20016",109.04166666666667,7367.61,1850000.0,,6967.0,28,3601 35th St NW ,1541.6666666666667,9018.318333333333,1912,20016
"2,5",3,271,,,"Washington, DC 20011",80,3185.6,799900.0,,,28,4207 8th St NW #2 ,666.5833333333334,4203.183333333333,2017,20011
"2,5",4,,3250,-440.8599999999997,"Chevy Chase, MD 20815",135.41666666666666,4639.61,1165000.0,,5305.0,28,4609 Chevy Chase Blvd ,970.8333333333334,5745.86,1937,20815
"3,5",3,144,2598,-661.6599999999999,"Fairfax, VA 22033",108.25,2488.66,624900.0,,2600.0,28,4563 Gossamer Way ,520.75,3261.66,2004,22033
"3,5",4,,1810,-3178.2799999999997,"Washington, DC 20016",75.41666666666667,5873.78,1474900.0,,4000.0,28,3933 Garrison St NW ,1229.0833333333333,7178.28,1941,20016
2,4,,1483,-434.228333333333,"Washington, DC 20011",61.791666666666664,2747.52,689900.0,,2950.0,28,1355 Sheridan St NW ,574.9166666666666,3384.228333333333,1935,20011
"2,5",2,313,1110,-595.0666666666666,"Chevy Chase, MD 20815",46.25,2469.15,620000.0,,2750.0,28,4844 Chevy Chase Dr #149 ,516.6666666666666,3345.0666666666666,1951,20815
2,4,,1512,-96.35666666666657,"Fairfax, VA 22033",63.0,1970.94,494900.0,,2350.0,28,13123 Melville Ln ,412.4166666666667,2446.3566666666666,1969,22033
2,2,1642,1479,-1756.0108333333328,"Washington, DC 20016",61.625,2110.72,529999.0,,2500.0,28,4101 Cathedral Ave NW #606 ,441.6658333333333,4256.010833333333,1962,20016
4,8,,2652,-4934.24,"Washington, DC 20011",110.5,5973.74,1500000.0,,2400.0,28,406 Kennedy St NW ,1250.0,7334.24,1935,20011
3,2,887,1999,-1040.705,"Chevy Chase, MD 20815",83.29166666666667,2369.58,595000.0,,2795.0,28,3542 Hamlet Pl #902 ,495.8333333333333,3835.705,1966,20815
3,4,23,2836,-462.9566666666665,"Fairfax, VA 22033",118.16666666666667,2664.29,669000.0,,2900.0,28,12404 Alexander Cornell Dr ,557.5,3362.9566666666665,1982,22033
1,2,648,1028,-373.6800000000003,"Washington, DC 20016",42.833333333333336,1722.43,432500.0,,2400.0,28,3051 Idaho Ave NW #310 ,360.4166666666667,2773.6800000000003,1937,20016
,,,,,"Washington, DC 20011",80,2986.87,750000.0,,,28,4203 9th St NW ,625.0,3691.87,—,20011
3,4,,1581,1926.2083333333335,"Chevy Chase, MD 20815",65.875,1991.25,500000.0,,4400.0,28,4909 Falstone Ave ,416.6666666666667,2473.7916666666665,1955,20815
2,2,407,1211,,"Fairfax, VA 22033",50.458333333333336,1254.49,315000.0,,,28,3905 Golf Tee Ct #302 ,262.5,1974.4483333333333,1989,22033
2,2,1257,1705,-957.1983333333328,"Washington, DC 20016",71.04166666666667,2504.99,629000.0,,3400.0,28,3101 New Mexico Ave NW #229 ,524.1666666666666,4357.198333333333,1979,20016
"1,5",3,,1577,578.3516666666667,"Washington, DC 20011",65.70833333333333,1493.44,375000.0,,2450.0,28,5323 Chillum Pl NE ,312.5,1871.6483333333333,1953,20011
3,4,,2184,-1658.7600000000002,"Chevy Chase, MD 20815",91.0,5173.26,1299000.0,,4688.0,28,7737 Rocton Ct ,1082.5,6346.76,1959,20815
"3,5",3,90,1954,-420.1199999999999,"Fairfax, VA 22033",81.41666666666667,2190.37,550000.0,,2400.0,28,3777 Inverness Rd ,458.3333333333333,2820.12,1988,22033
"3,5",3,3258,2400,,"Washington, DC 20016",100.0,3524.51,885000.0,,,28,3900 Watson Pl NW Unit B-4BC ,737.5,7620.01,1960,20016
2,2,350,900,427.4466666666667,"Washington, DC 20011",37.5,1393.47,349900.0,,2500.0,28,435 Kennedy St NW #1 ,291.5833333333333,2072.5533333333333,1932,20011
"4,5",5,,4826,-5422.753333333334,"Chevy Chase, MD 20815",160,10254.92,2575000.0,,7138.0,28,5525 Uppingham St ,2145.8333333333335,12560.753333333334,1949,20815
"4,5",4,67,5359,-980.7466666666669,"Fairfax, VA 22033",160,3962.58,995000.0,,4038.0,28,3600 Rocky Meadow Ct ,829.1666666666666,5018.746666666667,2001,22033
2,2,2307,2000,,"Washington, DC 20016",83.33333333333333,3182.01,799000.0,,,28,4000 Cathedral Ave NW Unit 334-335B ,665.8333333333334,6238.176666666666,1931,20016
"3,5",4,,1640,-1261.7858333333334,"Washington, DC 20011",68.33333333333333,3385.12,849999.0,,2900.0,28,5726 3rd Pl NW ,708.3325,4161.785833333333,1930,20011
"3,5",5,,2665,-2127.121666666667,"Chevy Chase, MD 20815",111.04166666666667,5555.58,1395000.0,,4702.0,28,3108 Leland St ,1162.5,6829.121666666667,1934,20815
"3,5",3,101,1920,-568.6533333333336,"Fairfax, VA 22033",80.0,2429.32,610000.0,,2550.0,28,4233 Trumbo Ct ,508.3333333333333,3118.6533333333336,1998,22033
2,4,,2120,-2824.83,"Washington, DC 20016",88.33333333333333,5157.33,1295000.0,,3500.0,28,2939 Arizona Ave NW ,1079.1666666666667,6324.83,1954,20016
"2,5",2,,1152,81.68000000000029,"Washington, DC 20011",48.0,1712.07,429900.0,,2200.0,28,5876 Eastern Ave NE ,358.25,2118.3199999999997,1955,20011
3,3,78,1980,-490.78583333333336,"Vienna, VA 22181",82.5,2588.62,649999.0,,2800.0,28,2829 Roesh Way ,541.6658333333334,3290.7858333333334,1994,22181
"1,5",2,937,1099,-658.6416666666664,"Chevy Chase, MD 20815",45.791666666666664,1592.6,399900.0,,2250.0,28,4620 Park Ave Unit 1107E ,333.25,2908.6416666666664,1973,20815
1,2,435,861,-358.3883333333338,"Washington, DC 20016",35.875,1891.68,475000.0,,2400.0,28,3410 38th St NW Unit D424 ,395.8333333333333,2758.388333333334,1942,20016
2,3,,1184,-10.449999999999818,"Washington, DC 20011",49.333333333333336,1911.2,479900.0,,2350.0,28,6010 Eastern Ave NE ,399.9166666666667,2360.45,1944,20011
"2,5",3,101,2500,-470.5799999999999,"Vienna, VA 22181",104.16666666666667,2369.58,595000.0,,2600.0,28,9657 Masterworks Dr ,495.8333333333333,3070.58,1979,22181
2,2,912,1309,-148.26499999999987,"Alexandria, VA 22304",54.541666666666664,935.89,235000.0,,1950.0,28,203 Yoakum Pkwy #607 ,195.83333333333334,2098.265,1975,22304
4,3,,2184,-1117.1100000000006,"Chevy Chase, MD 20815",91.0,3500.61,879000.0,,3207.0,28,2632 Colston Dr ,732.5,4324.110000000001,1947,20815
"4,5",4,,3592,-4791.216666666665,"Washington, DC 20016",149.66666666666666,10454.05,2625000.0,,8000.0,28,5831 Potomac Ave NW ,2187.5,12791.216666666665,1941,20016
"3,5",3,78,2106,-491.22333333333336,"Vienna, VA 22181",87.75,2584.64,649000.0,,2800.0,28,9541 Daniel Lewis Ln ,540.8333333333334,3291.2233333333334,1994,22181
3,3,133,1920,157.37333333333345,"Alexandria, VA 22304",80.0,2170.46,545000.0,,2995.0,28,951 Harrison Cir ,454.1666666666667,2837.6266666666666,1998,22304
"4,5",5,159,5200,-2117.83,"Chevy Chase, MD 20815",160,6750.33,1695000.0,,6364.0,28,8607 Village Park Pl ,1412.5,8481.83,1998,20815
"5,5",6,,6508,-3546.5699999999997,"Washington, DC 20016",160,12724.07,3195000.0,,12000.0,28,4925 Lowell St NW ,2662.5,15546.57,1956,20016
2,2,473,966,-151.98666666666668,"Vienna, VA 22181",40.25,1313.82,329900.0,,1950.0,28,9480 Virginia Center Blvd #340 ,274.9166666666667,2101.9866666666667,2003,22181
"2,5",3,,1766,136.30999999999995,"Alexandria, VA 22304",73.58333333333333,1889.69,474500.0,,2495.0,28,156 Ingle Pl ,395.4166666666667,2358.69,1998,22304
"5,5",5,,3144,-1788.746666666666,"Chevy Chase, MD 20815",131.0,8741.58,2195000.0,,8913.0,28,4709 Cumberland Ave ,1829.1666666666667,10701.746666666666,1905,20815
"2,5",5,10,2267,-997.4283333333333,"Vienna, VA 22181",94.45833333333333,3384.72,849900.0,,3200.0,28,9908 Minuet Ct ,708.25,4197.428333333333,1969,22181
1,1,270,765,,"Alexandria, VA 22304",31.875,1055.36,265000.0,,,28,1369 Van Dorn St N #1369 ,220.83333333333334,1578.0683333333332,1963,22304
"2,5",4,,1880,-544.1933333333327,"Chevy Chase, MD 20815",78.33333333333333,4695.36,1179000.0,,5212.0,28,6808 Delaware St ,982.5,5756.193333333333,1926,20815
"2,5",3,100,1479,-542.6183333333333,"Vienna, VA 22181",61.625,2465.16,619000.0,,2600.0,28,9645 Masterworks Dr ,515.8333333333334,3142.6183333333333,1979,22181
2,2,461,1128,-124.99000000000001,"Alexandria, VA 22304",47.0,1254.49,315000.0,,1900.0,28,4850 Eisenhower Ave #116 ,262.5,2024.99,2003,22304
3,4,,2168,-890.3233333333328,"Chevy Chase, MD 20815",90.33333333333333,4778.99,1200000.0,,4979.0,28,3911 Thornapple St ,1000.0,5869.323333333333,1928,20815
"4,5",6,,5400,-652.0900000000001,"Vienna, VA 22181",160,5176.84,1299900.0,,5768.0,28,9706 Chilcott Manor Way ,1083.25,6420.09,1994,22181
"1,5",2,270000,1060,-269715.97,"Alexandria, VA 22304",44.166666666666664,1258.47,316000.0,,1850.0,28,1467 Van Dorn St N Unit A ,263.3333333333333,271565.97,1963,22304
4,5,,4100,-1029.5266666666666,"Chevy Chase, MD 20815",160,7881.36,1979000.0,,8661.0,28,3801 Thornapple St ,1649.1666666666667,9690.526666666667,1932,20815
"1,5",3,281,1132,-164.98000000000002,"Vienna, VA 22181",47.166666666666664,1312.23,329500.0,,1750.0,28,2455 Glengyle Dr #213 ,274.5833333333333,1914.98,1978,22181
2,3,,2376,-368.09666666666635,"Alexandria, VA 22304",99.0,2289.93,575000.0,,2500.0,28,5319 Holmes Run Pkwy ,479.1666666666667,2868.0966666666664,1955,22304
6,5,,5900,-1242.630000000001,"Chevy Chase, MD 20815",160,7706.13,1935000.0,,8236.0,28,8317 Kerry Rd ,1612.5,9478.630000000001,1988,20815
"3,5",4,,5088,-3464.400833333333,"Vienna, VA 22181",160,5296.18,1329865.0,,3100.0,28,2601 Oak Valley Dr ,1108.2208333333333,6564.400833333333,2019,22181
"2,5",2,133,1423,-74.99166666666679,"Alexandria, VA 22304",59.291666666666664,1887.7,474000.0,,2400.0,28,5802 Summers Grove Rd ,395.0,2474.991666666667,1999,22304
4,6,,4800,-2524.666666666666,"Chevy Chase, MD 20815",160,6710.5,1685000.0,,5750.0,28,8104 Kerry Ln ,1404.1666666666667,8274.666666666666,1953,20815
"3,5",4,,4605,-845.0366666666669,"Vienna, VA 22181",160,3783.37,950000.0,,3890.0,28,2861 Chain Bridge Rd ,791.6666666666666,4735.036666666667,1990,22181
1,1,688,986,-64.84333333333325,"Alexandria, VA 22304",41.083333333333336,794.51,199500.0,,1625.0,28,205 Yoakum Pkwy #918 ,166.25,1689.8433333333332,1975,22304
"3,5",3,,2445,-1470.705,"Chevy Chase, MD 20815",101.875,6750.33,1695000.0,,6794.0,28,116 Grafton St ,1412.5,8264.705,1942,20815
3,3,,1980,-16.329999999999927,"Springfield, VA 22151",82.5,1971.33,495000.0,,2450.0,28,7718 Viceroy St ,412.5,2466.33,1963,22151
"4,5",5,,3462,-1602.086666666667,"Vienna, VA 22181",144.25,4739.17,1190000.0,,4273.0,28,2038 Carrhill Rd ,991.6666666666666,5875.086666666667,1965,22181
1,1,688,986,29.549999999999955,"Alexandria, VA 22304",41.083333333333336,716.45,179900.0,,1625.0,28,205 Yoakum Pkwy #1118 ,149.91666666666666,1595.45,1975,22304
"5,5",5,,5844,-865.0266666666666,"Chevy Chase, MD 20815",160,8562.36,2150000.0,,9649.0,28,8030 Glengalen Ln ,1791.6666666666667,10514.026666666667,1984,20815
3,4,83,1320,-52.713333333333594,"Springfield, VA 22151",55.0,1790.13,449500.0,,2250.0,28,5676 Kirkham Ct ,374.5833333333333,2302.7133333333336,1973,22151
2,2,532,1284,-178.40250000000015,"Alexandria, VA 22304",53.5,1234.57,309999.0,,1900.0,28,4862 Eisenhower Ave #468 ,258.33250000000004,2078.4025,2003,22304
1,1,891,923,-641.625,"Chevy Chase, MD 20815",38.458333333333336,1250.5,314000.0,,1800.0,28,4601 N Park Ave #109 ,261.6666666666667,2441.625,1975,20815
2,3,,1884,-86.40583333333325,"Springfield, VA 22151",78.5,1991.24,499999.0,,2400.0,28,7916 Gosport Ln ,416.6658333333333,2486.4058333333332,1963,22151
2,2,853,1405,-44.568333333333385,"Alexandria, VA 22304",58.541666666666664,895.62,224888.0,,1950.0,28,6101 Edsall Rd #512 ,187.40666666666667,1994.5683333333334,1975,22304
3,3,1413,1744,,"Chevy Chase, MD 20815",72.66666666666667,2783.76,699000.0,,,28,5500 Friendship Blvd Unit 1122N AND 1121N ,582.5,4851.926666666667,1968,20815
2,5,,2450,218.24333333333288,"Springfield, VA 22151",102.08333333333333,2050.59,514900.0,,2800.0,28,8623 Cromwell Dr ,429.0833333333333,2581.756666666667,1963,22151
2,2,461,1096,-123.08666666666682,"Alexandria, VA 22304",45.666666666666664,1212.67,304500.0,,1850.0,28,4850 Eisenhower Ave #427 ,253.75,1973.0866666666668,2003,22304
2,4,,1233,-396.395,"Springfield, VA 22151",51.375,2270.02,570000.0,,2400.0,28,5614 Queensberry Ave ,475.0,2796.395,1962,22151
2,2,475,1159,-588.0916666666667,"Fairfax, VA 22031",48.291666666666664,1831.55,459900.0,,2150.0,28,2655 Prosperity Ave #131 ,383.25,2738.0916666666667,2005,22031
"2,5",4,,3039,-689.8583333333336,"Fairfax, VA 22031",126.625,2946.65,739900.0,,3000.0,28,3111 Northwood Rd ,616.5833333333334,3689.8583333333336,1971,22031
"3,5",3,82,2192,-298.80666666666684,"Fairfax, VA 22031",91.33333333333333,2584.64,649000.0,,3000.0,28,8929 Royal Astor Way ,540.8333333333334,3298.806666666667,1995,22031
3,4,,2238,161.73000000000002,"Fairfax, VA 22031",93.25,2270.02,570000.0,,3000.0,28,3913 Carolyn Ave ,475.0,2838.27,1954,22031
"1,5",2,80,997,121.16499999999996,"Fairfax, VA 22031",41.541666666666664,1453.21,364900.0,,2000.0,28,3101 Covington St ,304.0833333333333,1878.835,1973,22031
1,1,357,881,72.29166666666674,"Fairfax, VA 22031",36.708333333333336,875.75,219900.0,,1525.0,28,9704 Kingsbridge Dr #204 ,183.25,1452.7083333333333,1973,22031
3,3,80,1584,-179.40666666666675,"Fairfax, VA 22031",66.0,1764.24,443000.0,,2100.0,28,3017 Talking Rock Dr ,369.1666666666667,2279.4066666666668,1977,22031
"3,5",5,,3227,-1149.621666666667,"Fairfax, VA 22031",134.45833333333334,3564.33,895000.0,,3295.0,28,8967 Colesbury Pl ,745.8333333333334,4444.621666666667,1964,22031
2,4,,2122,-66.72666666666646,"Fairfax, VA 22031",88.41666666666667,2090.81,525000.0,,2550.0,28,3810 Duston Pl ,437.5,2616.7266666666665,1955,22031
1,1,359,797,-321.31833333333316,"Vienna, VA 22180",33.208333333333336,1305.86,327900.0,,1650.0,28,2726 Gallows Rd #1310 ,273.25,1971.3183333333332,2005,22180
1,2,363,942,157.52999999999997,"Fairfax, VA 22031",39.25,860.22,216000.0,,1600.0,28,3814 Lyndhurst Dr #203 ,180.0,1442.47,1964,22031
"4,5",4,124,4550,-821.9333333333334,"Fairfax, VA 22031",160,3504.6,880000.0,,3700.0,28,9204 Topaz St ,733.3333333333334,4521.933333333333,2005,22031
2,2,474,1010,-578.3900000000003,"Fairfax, VA 22031",42.083333333333336,1788.14,449000.0,,2100.0,28,2655 Prosperity Ave #115 ,374.1666666666667,2678.3900000000003,2005,22031
3,4,,1187,-867.565,"Fairfax, VA 22031",49.458333333333336,2743.94,689000.0,,2500.0,28,9242 Okla Dr ,574.1666666666666,3367.565,1966,22031
1,0,245,543,4.335000000000036,"Vienna, VA 22180",22.625,1015.54,255000.0,,1500.0,28,2726 Gallows Rd #1002 ,212.5,1495.665,2005,22180
2,3,,2382,-903.1166666666663,"Bethesda, MD 20817",99.25,3105.95,779900.0,,2952.0,28,5802 Greentree Rd ,649.9166666666666,3855.1166666666663,1954,20817
"3,5",3,,2292,-763.7633333333333,"Bethesda, MD 20817",95.5,3086.43,775000.0,,3064.0,28,8619 Irvington Ave ,645.8333333333334,3827.7633333333333,1948,20817
3,3,,1540,-863.8566666666666,"Bethesda, MD 20817",64.16666666666667,3142.19,789000.0,,3000.0,28,8709 Melwood Rd ,657.5,3863.8566666666666,1950,20817
"5,5",5,,3711,-832.7049999999999,"Bethesda, MD 20817",154.625,5555.58,1395000.0,,6040.0,28,8902 Bradmoor Dr ,1162.5,6872.705,2008,20817
"2,5",4,,2400,-1170.2233333333334,"Bethesda, MD 20817",100.0,3779.39,949000.0,,3500.0,28,8900 Melwood Rd ,790.8333333333334,4670.223333333333,1949,20817
3,4,,2177,-143.375,"Bethesda, MD 20817",90.70833333333333,3186.0,800000.0,,3800.0,28,8410 Westmont Ter ,666.6666666666666,3943.375,1958,20817
"3,5",5,,2742,-570.4733333333334,"Bethesda, MD 20817",114.25,3779.39,949000.0,,4114.0,28,8201 Bryant Dr ,790.8333333333334,4684.473333333333,1960,20817
"3,5",4,,3400,354.90333333333365,"Bethesda, MD 20817",141.66666666666666,3882.93,975000.0,,5192.0,28,6904 Ayr Ln ,812.5,4837.096666666666,1939,20817
