zipcode
20902
22204
22203
20170
22032
22312
22201
20164
22015
22301
20009
22042
20901
22314
20190
22305
22030
20002
22046
20166
20001
20024
20007
22311
20111
20037
20147
20121
22003
20852
22182
20124
20194
22202
22207
20910
22044
22180
22102
20912
20151
20005
20120
20011
20816
22302
22304
20016
22033
20815
20010
22181
22151
22031
20817
22027
20895
22209
20012
20032
22041
22124
20171
22205
20191
20152
20818
22303
20008
22101
22213
20036
20003
22206
20004
